1.005	0.8474612999057303
1.01	0.7923027162407834
1.015	0.7527887576668176
1.02	0.7212430308590593
1.025	0.6947141820788358
1.03	0.6716991492128184
1.035	0.6513110901228971
1.04	0.6329760067141943
1.045	0.6162977948850417
1.05	0.6009899038611373
1.055	0.5868373802344924
1.06	0.5736742706336806
1.065	0.5613694166079694
1.07	0.5498171253543555
1.075	0.5389308176680306
1.08	0.5286385701792486
1.085	0.5188799053641128
1.09	0.5096034281835522
1.095	0.5007650520788103
1.1	0.49232664452099373
1.105	0.48425497718940896
1.11	0.47652090124740537
1.115	0.469098691578197
1.12	0.46196551964662097
1.125	0.45510102554030485
1.13	0.4484869673784151
1.135	0.44210693171673876
1.14	0.4359460925121367
1.145	0.4299910090928861
1.15	0.4242294557210768
1.155	0.4186502769390005
1.16	0.4132432641095829
1.165	0.40799904949370264
1.17	0.40290901492840775
1.175	0.3979652127321625
1.18	0.39316029690494186
1.185	0.38848746304069615
1.19	0.38394039564845717
1.195	0.37951322180208036
1.2	0.37520047021924724
